date,cat_code,cat_name,qty_net,qty_sold,qty_returned,revenue_net,n_items,avg_retail_price,avg_wholesale_price
2020-07-09,1011010201,花菜类,41.131,41.131,0.0,496.204,2,12.064,7.5509
2020-07-09,1011010402,水生根茎类,2.106,2.106,0.0,21.060000000000002,1,10.0,5.47
2020-07-09,1011010501,茄类,25.921,25.921,0.0,205.52,3,7.9287,3.8986
2020-07-09,1011010504,辣椒类,58.86,58.86,0.0,615.355,10,10.4546,5.6904
2020-07-09,1011010801,食用菌,37.837,37.837,0.0,464.1238,5,12.2664,7.2093
2020-07-10,1011010101,花叶类,179.833,179.833,0.0,1305.5266,16,7.2596,4.471
2020-07-10,1011010201,花菜类,62.343999999999994,62.343999999999994,0.0,659.9567999999999,2,10.5858,6.5459
2020-07-10,1011010402,水生根茎类,9.025,9.025,0.0,128.7304,2,14.2638,7.9843
2020-07-10,1011010501,茄类,37.86,37.86,0.0,268.35069999999996,3,7.088,4.6364
2020-07-10,1011010504,辣椒类,58.936,58.936,0.0,714.7903,8,12.1283,6.6108
2020-07-10,1011010801,食用菌,41.429,41.429,0.0,470.8101,6,11.3643,6.7694
2020-07-11,1011010101,花叶类,270.34299999999996,271.12,0.777,2100.1127,15,7.769,4.7945
2020-07-11,1011010201,花菜类,76.564,76.564,0.0,784.2707,2,10.2433,6.282
2020-07-11,1011010402,水生根茎类,8.928,8.928,0.0,132.1233,2,14.7988,8.4113
2020-07-11,1011010501,茄类,68.277,68.277,0.0,405.20640000000003,2,5.9347,3.7996
2020-07-11,1011010504,辣椒类,85.93599999999999,85.93599999999999,0.0,1060.3598,9,12.3389,7.0745
2020-07-11,1011010801,食用菌,52.238,52.238,0.0,700.3148000000001,5,13.4062,7.9285
2020-07-12,1011010101,花叶类,300.189,300.189,0.0,2195.9922,15,7.3154,4.4882
2020-07-12,1011010201,花菜类,71.615,71.615,0.0,777.0745000000001,2,10.8507,6.3266
2020-07-12,1011010402,水生根茎类,13.994,13.994,0.0,247.96040000000002,3,17.719,11.4938
2020-07-12,1011010501,茄类,81.706,81.706,0.0,582.6195,3,7.1307,4.2825
2020-07-12,1011010504,辣椒类,72.168,72.459,0.291,852.3497,10,11.8034,6.6235
2020-07-12,1011010801,食用菌,55.96,55.96,0.0,678.7291,6,12.1288,7.2321
2020-07-13,1011010101,花叶类,190.832,190.832,0.0,1422.2043999999999,13,7.4527,4.6821
2020-07-13,1011010201,花菜类,32.028,32.028,0.0,315.37620000000004,2,9.8469,5.7496
2020-07-13,1011010402,水生根茎类,11.605,11.605,0.0,164.1054,2,14.141,8.039
2020-07-13,1011010501,茄类,44.379,44.379,0.0,306.6984,3,6.9109,4.0284
2020-07-13,1011010504,辣椒类,61.24,61.24,0.0,662.7452,10,10.8221,6.4366
2020-07-13,1011010801,食用菌,42.113,42.113,0.0,544.001,5,12.9177,7.4828
2020-07-14,1011010101,花叶类,190.59900000000002,190.59900000000002,0.0,1375.1632,13,7.215,4.3406
2020-07-14,1011010201,花菜类,57.575,57.575,0.0,558.9169,2,9.7076,5.2489
2020-07-14,1011010402,水生根茎类,9.007,9.007,0.0,135.8165,2,15.079,7.5946
2020-07-14,1011010501,茄类,34.747,34.747,0.0,225.4722,3,6.489,3.8425
2020-07-14,1011010504,辣椒类,66.745,66.745,0.0,710.1373,10,10.6396,6.1896
2020-07-14,1011010801,食用菌,44.836,44.836,0.0,537.0122,7,11.9772,6.5697
2020-07-15,1011010101,花叶类,217.442,218.094,0.652,1478.0207,12,6.7949,4.0888
2020-07-15,1011010201,花菜类,37.962,37.962,0.0,375.1279,2,9.8817,5.2917
2020-07-15,1011010402,水生根茎类,10.238000000000001,10.238000000000001,0.0,151.4427,2,14.7922,7.5104
2020-07-15,1011010501,茄类,38.17,38.17,0.0,274.55,3,7.1928,4.0827
2020-07-15,1011010504,辣椒类,73.35400000000001,73.35400000000001,0.0,749.7708,10,10.2213,6.1179
2020-07-15,1011010801,食用菌,42.196,42.196,0.0,494.03610000000003,7,11.7081,6.4407
2020-07-16,1011010101,花叶类,212.526,215.526,3.0,1517.8922,13,7.1267,4.2801
2020-07-16,1011010201,花菜类,39.45,39.45,0.0,417.22800000000007,2,10.5761,5.7357
2020-07-16,1011010402,水生根茎类,11.354000000000001,11.354000000000001,0.0,162.7251,2,14.3319,7.3033
2020-07-16,1011010501,茄类,26.586,26.586,0.0,192.9674,3,7.2583,4.135
2020-07-16,1011010504,辣椒类,72.656,72.656,0.0,764.0534,10,10.5161,6.3894
2020-07-16,1011010801,食用菌,53.259,53.685,0.426,637.6838,7,11.9417,6.8105
2020-07-17,1011010101,花叶类,195.67000000000002,201.67000000000002,6.0,1343.7054,14,6.831,4.1091
2020-07-17,1011010201,花菜类,44.198,44.198,0.0,455.7297,2,10.3111,5.7805
2020-07-17,1011010402,水生根茎类,10.727,10.727,0.0,154.124,2,14.3679,7.2982
2020-07-17,1011010501,茄类,37.251000000000005,37.251000000000005,0.0,294.065,3,7.8942,4.5717
2020-07-17,1011010504,辣椒类,61.025000000000006,61.025000000000006,0.0,690.4716,10,11.3146,6.6226
2020-07-17,1011010801,食用菌,51.908,51.908,0.0,656.7742000000001,7,12.6526,7.2177
2020-07-18,1011010101,花叶类,274.265,275.265,1.0,2017.5223,13,7.3512,4.5037
2020-07-18,1011010201,花菜类,61.087999999999994,61.087999999999994,0.0,634.3341,2,10.3839,5.8223
2020-07-18,1011010402,水生根茎类,10.418,10.418,0.0,151.25990000000002,2,14.5191,7.5489
2020-07-18,1011010501,茄类,56.585,56.585,0.0,393.6409,3,6.9566,3.8987
2020-07-18,1011010504,辣椒类,85.051,85.051,0.0,987.4653,10,11.6103,6.6111
2020-07-18,1011010801,食用菌,71.69200000000001,71.884,0.192,880.7574000000001,7,12.3053,7.2063
2020-07-19,1011010101,花叶类,319.791,321.164,1.373,2296.4243,12,7.1844,4.444
2020-07-19,1011010201,花菜类,76.351,76.351,0.0,809.2379000000001,2,10.5989,5.9668
2020-07-19,1011010402,水生根茎类,11.123999999999999,11.123999999999999,0.0,159.4384,2,14.3328,7.4324
2020-07-19,1011010501,茄类,71.772,71.772,0.0,556.3027999999999,3,7.751,4.3009
2020-07-19,1011010504,辣椒类,102.71100000000001,103.77600000000001,1.065,1106.7812,10,10.7575,6.5608
2020-07-19,1011010801,食用菌,79.821,80.322,0.501,1118.7525,7,13.9845,8.1752
2020-07-20,1011010101,花叶类,204.99699999999999,204.99699999999999,0.0,1412.958,12,6.8926,4.1532
2020-07-20,1011010201,花菜类,47.431,47.431,0.0,411.38919999999996,2,8.6734,4.9678
2020-07-20,1011010402,水生根茎类,9.548,9.548,0.0,134.2522,2,14.0608,7.3495
2020-07-20,1011010501,茄类,33.947,33.947,0.0,280.5997,3,8.2658,4.3969
2020-07-20,1011010504,辣椒类,67.35,67.35,0.0,677.3548999999999,9,10.0572,6.6056
2020-07-20,1011010801,食用菌,52.617000000000004,52.617000000000004,0.0,627.6752,7,11.9291,6.8095
2020-07-21,1011010101,花叶类,214.99,214.99,0.0,1592.4823000000001,13,7.4072,4.4622
2020-07-21,1011010201,花菜类,49.004999999999995,49.004999999999995,0.0,461.4358,2,9.4161,5.351
2020-07-21,1011010402,水生根茎类,12.744,12.744,0.0,213.18280000000001,3,16.7281,10.0061
2020-07-21,1011010501,茄类,27.094,27.094,0.0,206.34199999999998,3,7.6158,4.2462
2020-07-21,1011010504,辣椒类,56.992999999999995,56.992999999999995,0.0,571.6611,10,10.0304,6.0776
2020-07-21,1011010801,食用菌,45.905,45.905,0.0,570.2716,7,12.4229,7.0826
2020-07-22,1011010101,花叶类,232.41,232.78300000000002,0.373,1645.7257,13,7.081,4.2067
2020-07-22,1011010201,花菜类,53.675,53.675,0.0,531.4384,2,9.901,5.5923
2020-07-22,1011010402,水生根茎类,10.85,11.049999999999999,0.2,177.7364,3,16.3743,8.6657
2020-07-22,1011010501,茄类,48.247,48.247,0.0,372.4259,3,7.7192,4.1242
2020-07-22,1011010504,辣椒类,81.309,81.36,0.051,800.0899,9,9.8463,5.9573
2020-07-22,1011010801,食用菌,66.678,66.794,0.116,743.2709,7,11.1622,6.6423
2020-07-23,1011010101,花叶类,199.984,200.441,0.457,1422.4458,13,7.1171,4.1541
2020-07-23,1011010201,花菜类,39.425,39.425,0.0,420.2273,2,10.6589,6.3552
2020-07-23,1011010402,水生根茎类,30.417,30.417,0.0,207.4809,3,6.8212,3.5717
2020-07-23,1011010501,茄类,44.141999999999996,44.141999999999996,0.0,338.846,3,7.6763,4.356
2020-07-23,1011010504,辣椒类,57.638999999999996,57.638999999999996,0.0,640.9893,10,11.1208,6.503
2020-07-23,1011010801,食用菌,56.759,56.759,0.0,623.9236,7,10.9925,6.4828
2020-07-24,1011010101,花叶类,176.325,176.325,0.0,1340.1698999999999,11,7.6006,4.5456
2020-07-24,1011010201,花菜类,37.69500000000001,38.284000000000006,0.589,404.50509999999997,2,10.689,6.6025
2020-07-24,1011010402,水生根茎类,11.739999999999998,11.739999999999998,0.0,197.4297,3,16.8168,9.2495
2020-07-24,1011010501,茄类,34.97,34.97,0.0,289.3317,3,8.2737,4.8236
2020-07-24,1011010504,辣椒类,57.58,58.738,1.158,590.1563,9,10.2247,6.6424
2020-07-24,1011010801,食用菌,49.201,49.201,0.0,573.4826,7,11.6559,6.8081
2020-07-25,1011010101,花叶类,227.137,227.137,0.0,1805.9512,13,7.9509,4.7378
2020-07-25,1011010201,花菜类,57.421,57.421,0.0,620.8881,2,10.8129,6.9298
2020-07-25,1011010402,水生根茎类,10.424,10.424,0.0,150.716,2,14.4586,7.8037
2020-07-25,1011010501,茄类,61.874,61.874,0.0,435.2305,3,7.0341,4.6915
2020-07-25,1011010504,辣椒类,94.20600000000002,94.20600000000002,0.0,951.9404999999999,10,10.1049,6.968
2020-07-25,1011010801,食用菌,67.013,67.013,0.0,809.1514999999999,7,12.0745,7.1119
2020-07-26,1011010101,花叶类,250.825,250.825,0.0,2045.4513,13,8.1549,4.7839
2020-07-26,1011010201,花菜类,64.119,64.119,0.0,711.6964,2,11.0996,7.285
2020-07-26,1011010402,水生根茎类,12.988,12.988,0.0,234.4727,3,18.0531,10.5757
2020-07-26,1011010501,茄类,69.521,69.521,0.0,515.1741,3,7.4104,4.6264
2020-07-26,1011010504,辣椒类,102.061,102.061,0.0,1058.5517,9,10.3718,6.8485
2020-07-26,1011010801,食用菌,71.295,71.295,0.0,882.8239000000001,7,12.3827,7.3583
2020-07-27,1011010101,花叶类,198.00900000000001,198.00900000000001,0.0,1568.9211,12,7.9235,4.6031
2020-07-27,1011010201,花菜类,42.876000000000005,42.876000000000005,0.0,463.1993,2,10.8032,7.0738
2020-07-27,1011010402,水生根茎类,17.265,17.265,0.0,246.9673,3,14.3045,9.1065
2020-07-27,1011010501,茄类,36.121,36.121,0.0,265.8719,3,7.3606,4.8091
2020-07-27,1011010504,辣椒类,71.402,71.402,0.0,776.7883999999999,10,10.8791,6.8735
2020-07-27,1011010801,食用菌,52.777,52.777,0.0,654.2723000000001,8,12.3969,7.2208
2020-07-28,1011010101,花叶类,165.443,165.443,0.0,1326.3971000000001,13,8.0172,4.6249
2020-07-28,1011010201,花菜类,34.937,34.937,0.0,379.23389999999995,2,10.8548,6.9257
2020-07-28,1011010402,水生根茎类,13.959,13.959,0.0,166.78640000000001,2,11.9483,7.2532
2020-07-28,1011010501,茄类,40.34,40.34,0.0,313.6707,3,7.7756,4.9788
2020-07-28,1011010504,辣椒类,66.001,66.001,0.0,667.8376000000001,10,10.1186,6.8627
2020-07-28,1011010801,食用菌,47.728,47.728,0.0,550.9985,8,11.5446,6.682
2020-07-29,1011010101,花叶类,193.72899999999998,193.72899999999998,0.0,1516.066,12,7.8257,4.6647
2020-07-29,1011010201,花菜类,42.22,42.22,0.0,486.9335,2,11.5333,7.4894
2020-07-29,1011010402,水生根茎类,18.597,18.597,0.0,226.9722,2,12.2048,7.2877
2020-07-29,1011010501,茄类,40.777,40.777,0.0,324.2181,3,7.951,4.8942
2020-07-29,1011010504,辣椒类,82.494,82.494,0.0,815.1328,10,9.8811,6.8054
2020-07-29,1011010801,食用菌,54.315,54.315,0.0,660.9125,7,12.1682,7.0736
2020-07-30,1011010101,花叶类,201.743,201.743,0.0,1575.9332,11,7.8116,4.6149
2020-07-30,1011010201,花菜类,38.198,38.198,0.0,392.41679999999997,2,10.2732,6.4965
2020-07-30,1011010402,水生根茎类,10.645000000000001,10.645000000000001,0.0,126.79490000000001,2,11.9112,7.3826
2020-07-30,1011010501,茄类,46.311,46.311,0.0,355.9828,3,7.6868,4.7999
2020-07-30,1011010504,辣椒类,67.643,68.219,0.576,643.0350999999999,10,9.4936,6.3765
2020-07-30,1011010801,食用菌,50.774,50.774,0.0,578.2916,7,11.3895,6.5886
2020-07-31,1011010101,花叶类,197.166,197.166,0.0,1534.2384000000002,13,7.7815,4.4095
2020-07-31,1011010201,花菜类,37.549,37.549,0.0,393.0233,2,10.4669,6.6599
2020-07-31,1011010402,水生根茎类,19.062,19.062,0.0,213.33,2,11.1914,7.5196
2020-07-31,1011010501,茄类,34.092,34.092,0.0,265.107,3,7.7762,4.7814
2020-07-31,1011010504,辣椒类,41.104,41.104,0.0,440.091,10,10.7068,6.6834
2020-07-31,1011010801,食用菌,45.587,45.587,0.0,522.947,7,11.4714,6.6587
2020-08-01,1011010101,花叶类,229.89,229.89,0.0,1835.8272,14,7.9857,4.5885
2020-08-01,1011010201,花菜类,54.361999999999995,54.361999999999995,0.0,607.9993000000001,2,11.1843,7.4588
2020-08-01,1011010402,水生根茎类,21.432000000000002,21.432000000000002,0.0,237.8084,2,11.096,7.5707
2020-08-01,1011010501,茄类,48.80499999999999,48.80499999999999,0.0,353.9742,3,7.2528,4.4196
2020-08-01,1011010504,辣椒类,66.15599999999999,66.15599999999999,0.0,693.1243000000001,11,10.4771,6.8157
2020-08-01,1011010801,食用菌,53.797,53.797,0.0,669.5794000000001,7,12.4464,7.3629
2020-08-02,1011010101,花叶类,243.138,243.138,0.0,2089.567,17,8.5942,4.9797
2020-08-02,1011010201,花菜类,49.219,49.219,0.0,556.502,2,11.3066,7.584
2020-08-02,1011010402,水生根茎类,56.153999999999996,56.153999999999996,0.0,627.7452000000001,3,11.179,7.7266
2020-08-02,1011010501,茄类,50.893,50.893,0.0,352.942,3,6.935,4.2775
2020-08-02,1011010504,辣椒类,67.963,67.963,0.0,661.0504,11,9.7266,6.3783
2020-08-02,1011010801,食用菌,54.961,54.961,0.0,617.6406000000001,8,11.2378,6.4323
2020-08-03,1011010101,花叶类,207.843,207.843,0.0,1680.6198,16,8.086,4.8163
2020-08-03,1011010201,花菜类,44.426,44.426,0.0,492.02799999999996,2,11.0752,7.0828
2020-08-03,1011010402,水生根茎类,15.555000000000001,15.555000000000001,0.0,195.6176,3,12.5759,8.152
2020-08-03,1011010501,茄类,45.191,45.191,0.0,302.953,3,6.7038,3.8289
2020-08-03,1011010504,辣椒类,86.474,86.474,0.0,854.4544000000001,11,9.8811,6.1179
2020-08-03,1011010801,食用菌,48.575,48.575,0.0,600.7601999999999,8,12.3677,7.2983
2020-08-04,1011010101,花叶类,180.012,180.012,0.0,1328.5652,17,7.3804,4.2688
2020-08-04,1011010201,花菜类,44.534000000000006,44.534000000000006,0.0,484.39,2,10.8769,6.7143
2020-08-04,1011010402,水生根茎类,26.208,26.208,0.0,319.5464,3,12.1927,7.9048
2020-08-04,1011010501,茄类,30.591,30.591,0.0,228.63600000000002,3,7.474,3.8325
2020-08-04,1011010504,辣椒类,73.36500000000001,73.36500000000001,0.0,706.3548000000001,8,9.628,6.0841
2020-08-04,1011010801,食用菌,45.301,45.301,0.0,570.8358000000001,7,12.601,7.3883
2020-08-05,1011010101,花叶类,244.39499999999998,244.39499999999998,0.0,1891.6622,18,7.7402,4.6022
2020-08-05,1011010201,花菜类,43.631,43.631,0.0,446.40999999999997,2,10.2315,6.2307
2020-08-05,1011010402,水生根茎类,21.451999999999998,21.451999999999998,0.0,258.012,3,12.0274,7.8542
2020-08-05,1011010501,茄类,49.472,49.472,0.0,368.65,3,7.4517,4.0477
2020-08-05,1011010504,辣椒类,82.229,82.229,0.0,808.7543999999999,7,9.8354,6.3106
2020-08-05,1011010801,食用菌,62.84,62.84,0.0,757.8292,7,12.0597,7.1168
2020-08-06,1011010101,花叶类,234.77700000000002,234.77700000000002,0.0,1788.7844,17,7.6191,4.508
2020-08-06,1011010201,花菜类,40.827,40.827,0.0,394.476,2,9.6621,5.8416
2020-08-06,1011010402,水生根茎类,19.115,19.115,0.0,220.89579999999998,3,11.5561,7.564
2020-08-06,1011010501,茄类,31.596,31.596,0.0,252.768,2,8.0,4.7039
2020-08-06,1011010504,辣椒类,74.047,74.047,0.0,731.4874,11,9.8787,6.3189
2020-08-06,1011010801,食用菌,48.611000000000004,48.611000000000004,0.0,596.5882,8,12.2727,7.2371
2020-08-07,1011010101,花叶类,204.941,204.941,0.0,1683.3442,17,8.2138,4.7476
2020-08-07,1011010201,花菜类,40.272000000000006,40.272000000000006,0.0,438.672,2,10.8927,6.6117
2020-08-07,1011010402,水生根茎类,25.415,25.415,0.0,312.622,4,12.3007,7.9637
2020-08-07,1011010501,茄类,51.799,51.799,0.0,266.15999999999997,3,5.1383,3.8551
2020-08-07,1011010504,辣椒类,78.61099999999999,78.61099999999999,0.0,789.528,10,10.0435,6.4064
2020-08-07,1011010801,食用菌,68.177,68.177,0.0,735.9746,11,10.7951,6.2865
2020-08-08,1011010101,花叶类,311.161,311.161,0.0,2505.7686000000003,16,8.053,4.7875
2020-08-08,1011010201,花菜类,58.156000000000006,58.156000000000006,0.0,619.8679999999999,2,10.6587,6.3856
2020-08-08,1011010402,水生根茎类,27.461,27.461,0.0,335.90999999999997,4,12.2323,7.9051
2020-08-08,1011010501,茄类,63.763999999999996,63.763999999999996,0.0,323.176,3,5.0683,2.6097
2020-08-08,1011010504,辣椒类,100.292,100.292,0.0,980.1271999999999,8,9.7727,6.3971
2020-08-08,1011010801,食用菌,92.144,92.144,0.0,863.66,12,9.3729,5.4351
2020-08-09,1011010101,花叶类,250.58999999999997,250.58999999999997,0.0,2007.366,16,8.0106,4.7152
2020-08-09,1011010201,花菜类,54.876,54.876,0.0,655.23,2,11.9402,8.1957
2020-08-09,1011010402,水生根茎类,25.900000000000002,25.900000000000002,0.0,289.34799999999996,3,11.1717,7.7495
2020-08-09,1011010501,茄类,51.834999999999994,51.834999999999994,0.0,259.75,3,5.0111,2.8249
2020-08-09,1011010504,辣椒类,73.684,73.684,0.0,729.5186,10,9.9006,6.4145
2020-08-09,1011010801,食用菌,73.07300000000001,73.07300000000001,0.0,930.362,10,12.732,7.7675
2020-08-10,1011010101,花叶类,210.292,210.292,0.0,1730.7,15,8.23,4.8471
2020-08-10,1011010201,花菜类,50.7,50.7,0.0,589.83,2,11.6337,7.9973
2020-08-10,1011010402,水生根茎类,30.683,30.683,0.0,342.8468,4,11.1738,7.154
2020-08-10,1011010501,茄类,47.664,47.664,0.0,237.186,3,4.9762,2.6794
2020-08-10,1011010504,辣椒类,78.735,78.905,0.17,781.3778,9,9.9243,6.4854
2020-08-10,1011010801,食用菌,36.094,36.094,0.0,497.3138,5,13.7783,7.8323
2020-08-11,1011010101,花叶类,216.71300000000002,216.71300000000002,0.0,1614.1096,15,7.4481,4.6141
2020-08-11,1011010201,花菜类,56.278999999999996,56.278999999999996,0.0,643.296,2,11.4305,7.0602
2020-08-11,1011010402,水生根茎类,20.458,20.458,0.0,248.3272,4,12.1384,7.9422
2020-08-11,1011010501,茄类,33.572,33.572,0.0,167.394,3,4.9861,2.5628
2020-08-11,1011010504,辣椒类,73.292,73.292,0.0,747.7902,10,10.2029,6.4783
2020-08-11,1011010801,食用菌,40.016999999999996,40.016999999999996,0.0,529.7576,5,13.2383,7.4856
2020-08-12,1011010101,花叶类,206.877,206.877,0.0,1561.0814,14,7.5459,4.6539
2020-08-12,1011010201,花菜类,50.065,50.065,0.0,581.3,2,11.6109,6.9638
2020-08-12,1011010402,水生根茎类,27.354999999999997,27.354999999999997,0.0,311.9464,4,11.4036,7.3685
2020-08-12,1011010501,茄类,36.009,36.009,0.0,244.553,3,6.7914,3.4007
2020-08-12,1011010504,辣椒类,85.166,85.166,0.0,860.6532,10,10.1056,6.4041
2020-08-12,1011010801,食用菌,34.195,34.195,0.0,459.80460000000005,6,13.4465,7.9585
2020-08-13,1011010101,花叶类,188.208,188.208,0.0,1360.5064,15,7.2287,4.4496
2020-08-13,1011010201,花菜类,47.468,47.468,0.0,494.769,2,10.4232,6.9713
2020-08-13,1011010402,水生根茎类,19.324,19.324,0.0,234.16140000000001,3,12.1176,7.9607
2020-08-13,1011010501,茄类,31.109,31.109,0.0,212.742,3,6.8386,2.7338
2020-08-13,1011010504,辣椒类,61.767999999999994,61.767999999999994,0.0,613.2288,9,9.9279,6.2824
2020-08-13,1011010801,食用菌,35.65,35.65,0.0,480.52570000000003,5,13.479,8.0
2020-08-14,1011010101,花叶类,217.758,217.758,0.0,1606.1536,15,7.3759,4.331
2020-08-14,1011010201,花菜类,58.581999999999994,58.581999999999994,0.0,598.5409999999999,2,10.2171,6.2603
2020-08-14,1011010402,水生根茎类,29.991,29.991,0.0,253.29940000000002,4,8.4458,4.9466
2020-08-14,1011010501,茄类,37.826,37.826,0.0,276.063,3,7.2982,5.2772
2020-08-14,1011010504,辣椒类,76.489,76.489,0.0,776.5717999999999,10,10.1527,6.3716
2020-08-14,1011010801,食用菌,53.795,53.795,0.0,583.87,10,10.8536,6.3386
2020-08-15,1011010101,花叶类,245.136,245.136,0.0,1933.717,14,7.8883,4.5792
2020-08-15,1011010201,花菜类,79.38,79.38,0.0,680.84,2,8.577,5.0877
2020-08-15,1011010402,水生根茎类,25.642,25.642,0.0,272.6662,3,10.6336,7.1116
2020-08-15,1011010501,茄类,43.278999999999996,43.278999999999996,0.0,318.823,3,7.3667,5.1186
2020-08-15,1011010504,辣椒类,94.285,94.285,0.0,956.6032,10,10.1459,6.2047
2020-08-15,1011010801,食用菌,58.015,58.015,0.0,658.7176000000001,10,11.3543,6.7243
2020-08-16,1011010101,花叶类,241.48000000000002,241.48000000000002,0.0,1826.1872,13,7.5625,4.3198
2020-08-16,1011010201,花菜类,60.230999999999995,60.230999999999995,0.0,634.4398,2,10.5334,6.8012
2020-08-16,1011010402,水生根茎类,24.454,24.454,0.0,244.59820000000002,3,10.0024,6.4573
2020-08-16,1011010501,茄类,48.366,48.366,0.0,341.816,3,7.0673,4.2057
2020-08-16,1011010504,辣椒类,95.285,95.285,0.0,943.0663999999999,9,9.8973,6.0249
2020-08-16,1011010801,食用菌,55.092999999999996,55.092999999999996,0.0,685.6208,9,12.4448,7.4154
2020-08-17,1011010101,花叶类,215.63299999999998,215.63299999999998,0.0,1440.412,13,6.6799,4.055
2020-08-17,1011010201,花菜类,51.749,51.749,0.0,535.1469999999999,2,10.3412,6.31
